图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,乌鸦-预测置信度,乌龟-预测置信度,仓鼠-预测置信度,企鹅-预测置信度,兔子-预测置信度,刺猬-预测置信度,啄木鸟-预测置信度,土狼-预测置信度,大猩猩-预测置信度,大象-预测置信度,奶牛-预测置信度,山羊-预测置信度,斑马-预测置信度,松鼠-预测置信度,毛毛虫-预测置信度,水母-预测置信度,水獭-预测置信度,河马-预测置信度,浣熊-预测置信度,海星-预测置信度,海豚-预测置信度,海豹-预测置信度,海马-预测置信度,火烈鸟-预测置信度,火鸡-预测置信度,熊-预测置信度,熊猫-预测置信度,牛-预测置信度,牡蛎-预测置信度,犀牛-预测置信度,犀鸟-预测置信度,狐狸-预测置信度,狗-预测置信度,狮子-预测置信度,狼-预测置信度,猩猩-预测置信度,猪-预测置信度,猫-预测置信度,猫头鹰-预测置信度,獾-预测置信度,瓢虫-预测置信度,甲虫-预测置信度,章鱼-预测置信度,羊-预测置信度,羚羊-预测置信度,老虎-预测置信度,老鼠-预测置信度,考拉-预测置信度,苍蝇-预测置信度,蚊子-预测置信度,蚱蜢-预测置信度,蛇-预测置信度,蛾-预测置信度,蜂鸟-预测置信度,蜜蜂-预测置信度,蜥蜴-预测置信度,蜻蜓-预测置信度,蝙蝠-预测置信度,蝴蝶-预测置信度,蟑螂-预测置信度,蟹-预测置信度,袋熊-预测置信度,袋鼠-预测置信度,豪猪-预测置信度,豹-预测置信度,负鼠-预测置信度,野牛-预测置信度,野猪-预测置信度,金鱼-预测置信度,霍加皮-预测置信度,马-预测置信度,驯鹿-预测置信度,驴-预测置信度,鬣狗-预测置信度,鱿鱼-预测置信度,鲨鱼-预测置信度,鲸鱼-预测置信度,鸭-预测置信度,鸽子-预测置信度,鹅-预测置信度,鹈鹕-预测置信度,鹦鹉-预测置信度,鹬-预测置信度,鹰-预测置信度,鹿-预测置信度,麻雀-预测置信度,黑猩猩-预测置信度,鼠-预测置信度,龙虾-预测置信度
animals_split\val\松鼠\41ff7250dd.jpg,13,松鼠,13.0,松鼠,46.0,老鼠,5.0,刺猬,1.0,4.872101e-07,2.936141e-06,0.0052012666,3.5328023e-05,0.0025071586,0.011656009,0.00032299943,0.0005733219,3.977341e-06,4.5299515e-07,7.5569938e-06,0.0002709935,3.8408793e-06,0.91844517,5.8749378e-05,3.974029e-07,0.00012245917,4.6873156e-06,0.0016782531,6.3207863e-06,5.9792006e-07,3.694511e-05,6.9126204e-06,1.2412371e-06,1.5909219e-06,0.00012695749,2.0202217e-06,2.498872e-06,7.710233e-06,1.9136405e-07,3.982499e-06,0.01135623,3.4042932e-05,8.5621133e-07,4.5964818e-05,1.0892039e-05,1.37029365e-05,0.001255923,0.00040462468,0.0013086306,9.737644e-06,2.400141e-06,7.560952e-06,6.039162e-05,1.4806211e-05,5.929814e-05,0.034226112,0.00011467323,3.412986e-05,2.0804478e-06,2.3107768e-06,1.5495043e-06,0.00011418717,4.721955e-05,9.2081955e-06,8.9464025e-05,2.2843271e-05,0.00026871465,6.3232824e-06,3.970822e-06,2.4417795e-06,0.00020067267,7.91623e-05,0.0009913542,2.2441138e-06,0.0047496073,1.7255103e-06,1.7998193e-05,3.8333506e-05,5.535035e-06,3.988664e-06,2.584232e-05,9.341232e-06,3.0868073e-06,6.6514485e-06,4.154213e-06,5.69911e-06,0.00018675676,8.366957e-05,3.410324e-05,0.000347602,3.443611e-05,4.2663585e-05,0.00018436267,4.0952233e-05,4.7105714e-05,1.1526242e-06,0.0022102315,1.8176881e-05
animals_split\val\松鼠\4e90e378c3.jpg,13,松鼠,13.0,松鼠,4.0,兔子,46.0,老鼠,1.0,2.4838569e-06,2.7956536e-05,0.04018591,5.8241138e-05,0.054063935,0.0009858684,7.661503e-05,0.00025734818,6.850781e-06,1.216248e-06,8.7308234e-07,0.00010561659,2.3173873e-06,0.81304216,0.00013618438,2.2549182e-06,0.00021038247,1.8560511e-05,0.0002100721,1.701158e-05,4.257294e-06,0.001208919,0.00013436704,7.3107833e-07,4.5645726e-07,0.00011262497,9.92881e-07,3.2726228e-07,3.0630163e-05,4.564549e-06,3.243619e-06,8.473631e-05,2.1143229e-05,1.0908957e-05,6.8137815e-05,1.0596343e-06,6.211544e-05,0.00058291596,0.0006243838,0.00018098005,1.0542864e-05,6.924295e-06,1.9694296e-05,6.0064704e-05,1.47176215e-05,7.3014985e-06,0.05339189,0.0060085617,1.1027942e-05,1.1313734e-05,0.00010175701,1.0793736e-05,0.00070945907,8.740879e-05,7.933196e-06,0.0002331348,3.3962342e-06,0.00018948411,1.5931644e-05,8.7878186e-07,1.050664e-05,0.0102920225,9.937584e-05,0.0002949666,1.5555213e-05,0.001381782,1.7369989e-06,9.437805e-05,2.9190263e-05,7.4293536e-07,2.4091316e-06,6.528566e-05,8.358143e-06,3.3691206e-06,9.299733e-06,9.752351e-06,2.4349358e-05,0.00018057541,0.00010479287,2.1980204e-06,3.142398e-05,6.2553794e-05,4.621229e-05,3.863635e-05,8.910414e-05,1.4532235e-05,4.9043183e-06,0.013560255,7.0120695e-05
animals_split\val\松鼠\5b750f7c50.jpg,13,松鼠,13.0,松鼠,46.0,老鼠,87.0,鼠,1.0,3.383031e-06,0.00083207287,0.074353874,3.4568937e-05,0.018616952,0.015603242,0.0010839947,0.00085681555,1.4971184e-05,6.441363e-05,0.00016469348,0.00025846323,0.00044533316,0.38892603,0.00050271495,9.312177e-05,0.0016953773,0.0064066276,0.00032666055,0.0037872423,0.00015216616,0.002540283,0.0006641105,0.0003656492,0.00010241892,0.0003305316,4.6376044e-06,0.0001143092,0.00014640349,0.00038876044,5.7486825e-05,0.002785389,7.8240395e-05,3.758859e-05,1.1060789e-05,0.00015740345,0.02318388,0.015969463,0.004887282,0.00016309797,0.0009206439,9.845249e-05,0.0067082476,0.0012896286,0.00064485706,0.00015636855,0.18317209,0.0013707551,4.7043937e-05,0.00011815988,0.00021132668,0.00075027987,0.0013174317,6.164096e-05,1.2851829e-05,0.005851886,3.5626705e-05,0.012223619,4.1546708e-05,7.706318e-05,0.00024743163,0.03328985,0.0014835156,0.001089899,0.00020538426,0.016808424,6.7997906e-05,0.00036252805,0.040848326,0.00014368218,0.0004991421,6.59516e-05,0.00012375895,2.2791328e-05,0.0010735453,0.0007913962,5.438302e-05,0.030346518,0.0007522645,0.0020287235,0.0001123801,0.000699718,0.00011973275,0.00093945046,0.008652689,6.666827e-05,2.6045223e-05,0.07743386,0.00032377738
animals_split\val\松鼠\69f2af374b.jpg,13,松鼠,13.0,松鼠,87.0,鼠,46.0,老鼠,1.0,3.195037e-05,3.0310299e-05,0.016696092,0.00014813403,0.07132673,0.00097083976,0.001464906,0.005468179,3.0042604e-05,0.0001132009,8.8473425e-05,0.0038579274,0.00027179514,0.53761435,0.0002465825,1.0395385e-05,0.00062582584,0.0010454854,0.0008797555,3.3386706e-05,3.497762e-05,0.0007650555,6.534306e-05,2.1793954e-05,7.141303e-05,0.00030230495,2.3648949e-05,0.000102187376,3.1555017e-05,0.00032330523,1.8453757e-05,0.00020600145,0.002019215,0.0002707554,0.0006257659,1.5332354e-05,0.0020716314,0.0693042,0.021310063,0.00017546145,4.2667558e-05,2.5126636e-05,0.00030187613,0.0018942838,0.0003170953,0.00068698917,0.09730672,0.0074869413,0.00012738691,1.799505e-05,6.117958e-05,0.00019024983,0.0009040514,0.0006507224,2.5160014e-05,0.000387495,0.00013464803,0.0044752555,8.017888e-05,3.2052224e-06,5.894624e-05,0.01937485,0.003252365,0.00033512345,0.00031509763,0.0026299562,5.141804e-05,0.0004137121,0.0010004542,0.0005108007,0.00072176685,0.0007653576,0.0017141488,0.00036252334,0.0001762749,9.527418e-05,6.5294844e-05,0.0012221455,0.0033448325,9.769068e-05,0.00013408114,0.00050682784,0.00020857927,0.00035862575,0.007301032,0.0002983045,4.4513203e-05,0.100721486,8.648034e-05
animals_split\val\松鼠\7f5cbe8977.jpg,13,松鼠,13.0,松鼠,25.0,熊,52.0,蛾,1.0,4.351464e-05,5.3573913e-05,0.004087179,3.2737194e-06,0.0069674933,0.010379119,0.015159566,0.0021087516,1.8848928e-05,2.5464056e-05,0.000687846,0.0015977545,7.975398e-05,0.8196243,0.0030474437,3.277548e-05,0.00010795437,0.00018817077,0.00041177133,0.0009596348,5.4951474e-06,2.6719495e-06,0.0039218534,0.0015080683,0.00017737105,0.028437216,3.388875e-05,0.00014055152,8.9500804e-07,9.108577e-06,0.0012502276,0.0061394335,0.00071554683,0.00027902334,2.0992335e-05,0.0007147564,0.0004953745,0.0007990621,0.000937808,6.2340936e-05,0.002673218,0.00024946436,0.00036570124,0.001000452,0.0011421316,5.323249e-05,0.008424523,0.0016207147,0.00041571193,0.001006172,0.00069746835,0.00014363961,0.01792355,0.004220221,0.0028085639,0.0036114696,0.0044324105,0.0069558187,0.00024405067,0.00034774397,5.2328585e-05,0.0022577832,0.0003953291,0.0057595903,1.8655484e-05,0.0034111936,0.0012919935,0.00097210007,0.0033528865,0.00019941149,0.00056173763,0.00021652211,0.0005477494,0.00040387776,0.00073118805,3.3554404e-06,2.5137142e-05,0.0025313527,3.7628266e-05,0.00028720812,0.00042418286,0.0019400764,8.656309e-06,0.0005346518,0.0029082876,0.00012348486,1.5781074e-05,0.0013141901,0.00010142768
animals_split\val\松鼠\8b3dd555dd.jpg,13,松鼠,2.0,仓鼠,31.0,狐狸,13.0,松鼠,1.0,1.798196e-06,8.267179e-05,0.5895932,3.1375123e-06,0.015659433,0.004633148,0.0007865977,0.000364,2.4114574e-06,4.705353e-06,0.00044891023,0.0011021018,1.039908e-05,0.10249596,9.776118e-05,7.9095125e-06,1.8435647e-05,7.28186e-06,0.00018478729,0.0005349474,9.695887e-07,7.998093e-06,2.3879738e-05,0.00090913125,1.2599246e-06,0.00032100378,1.2776565e-05,0.00013034583,3.0310962e-06,1.4795365e-06,0.00044490522,0.21925771,0.0029278179,0.00032553126,3.9972354e-05,0.0020823197,0.0007201381,0.013761402,0.00042816406,7.861658e-05,0.00011115404,1.4575406e-06,0.0006573279,1.2140793e-05,0.001254491,0.0001232095,0.0042649377,3.9838964e-05,1.9866146e-05,3.1896511e-06,4.340951e-06,1.00334155e-05,0.00030673985,9.7044634e-05,0.0005886184,0.00011062443,8.367853e-05,0.0026146772,3.2218482e-05,6.363908e-06,2.9506416e-05,0.00017715589,1.8130939e-05,0.0019096578,2.192489e-06,0.0008686009,1.8839892e-05,9.127609e-05,0.014102579,2.0095087e-05,0.0010770347,1.735124e-05,5.9174774e-05,2.6346417e-05,0.00018780683,6.5624645e-06,1.3473734e-06,0.010760872,4.1096493e-05,3.926054e-05,0.0012056077,0.00046144647,1.0115137e-05,0.000338981,4.9090468e-05,1.5141209e-05,1.048304e-05,0.0005804042,1.3802963e-05
animals_split\val\毛毛虫\10a38bcbed.jpg,14,毛毛虫,14.0,毛毛虫,15.0,水母,75.0,鲨鱼,1.0,0.00033281022,0.0024346213,0.00017769847,0.0010071113,0.0016888408,0.00031900548,0.0013541898,0.0012754666,0.000116747804,0.00026128205,0.00026860164,0.0014677885,0.0008172403,0.0010628559,0.4273108,0.16646025,0.0005161336,0.0001441678,0.004268391,0.029359676,0.0003060479,0.00016361344,0.013113622,0.0012255355,9.804569e-05,0.0009113572,6.432569e-05,0.005808946,0.00023549533,0.00085392693,0.0013709583,0.00023974053,5.1183968e-05,0.00030742981,0.003917144,3.822922e-05,0.0011493051,0.0022731603,0.00041682375,0.00033770132,8.906515e-05,0.0008198899,0.0068541807,0.0014098667,0.0013439507,0.00069501804,0.00079092005,0.000236727,0.0011630013,0.00039387075,0.0067842156,0.0026737032,0.014473503,0.0016091688,0.007996036,0.0064842426,0.0010669808,0.0062203296,0.0043586316,0.00040843122,0.0058716047,0.00027040514,0.0010644444,0.0013158263,4.518779e-05,0.002381,0.0002710126,0.00011507533,0.015513904,0.00023239349,0.003210248,0.0075036543,0.008875083,8.3539875e-05,0.08182038,0.11402001,0.0020823407,8.642911e-05,9.564613e-05,0.0032857799,0.0017937167,0.00029214102,0.00053564477,0.0009345923,0.0004971776,1.3855825e-05,3.812207e-05,0.0008413747,0.0075113866
animals_split\val\毛毛虫\1c8669c4d6.jpg,14,毛毛虫,14.0,毛毛虫,55.0,蜥蜴,50.0,蚱蜢,1.0,1.6890366e-05,3.3489634e-06,2.8055115e-06,1.4556086e-07,5.1914885e-06,1.094764e-05,0.0002666619,4.9029554e-06,5.3009094e-06,1.4090253e-07,7.361072e-06,3.8874656e-05,1.0424947e-06,2.8822316e-05,0.9627913,2.6709354e-06,2.2259377e-07,1.980397e-06,1.1315342e-06,1.1395061e-05,2.0308661e-07,2.6640805e-07,0.0002682195,2.9606898e-07,7.802834e-07,2.2530981e-05,1.4762563e-06,2.1891488e-07,3.6330296e-06,5.705828e-07,2.5686712e-05,2.108382e-07,3.2331594e-05,4.648038e-07,6.9915535e-07,6.2483537e-07,1.9648778e-05,2.019977e-06,8.222299e-06,3.6064164e-05,0.00017566526,0.00021740123,2.2123531e-05,7.137916e-06,2.8940492e-06,5.66371e-07,5.0305043e-05,6.955383e-05,3.0081012e-06,2.057798e-05,0.005560696,1.8361756e-05,0.0020398556,0.00038617087,5.205306e-06,0.025424343,4.1111107e-05,9.530778e-06,0.00027587626,1.3692884e-06,2.572e-05,1.1348997e-06,2.8053914e-06,1.2836435e-06,1.7113501e-07,2.6105083e-05,9.597164e-07,3.1316927e-07,9.820492e-07,4.7240766e-07,8.0494164e-07,1.5743994e-06,1.5195994e-06,3.3330894e-06,1.2932082e-06,2.944468e-07,1.0967519e-06,1.50391015e-05,5.7605284e-06,1.0084333e-05,1.1035233e-06,0.0018912356,2.4639823e-07,4.5695256e-06,2.409388e-06,2.5506124e-05,8.051554e-06,1.5119597e-06,7.649503e-06
animals_split\val\毛毛虫\1f67ad9681.jpg,14,毛毛虫,14.0,毛毛虫,58.0,蝴蝶,52.0,蛾,1.0,0.00030589706,0.0015431942,0.00028218722,0.00036228163,0.0011794942,0.0007417589,0.0007112945,0.0005267634,0.00020275128,4.1015843e-05,0.00028376,0.0006246284,0.00036194324,0.018165706,0.60914034,5.370023e-05,6.6281915e-05,0.0020467548,0.0021370156,0.0012362573,0.00019977416,0.0009113815,0.0029269282,1.8820107e-05,1.7822784e-05,0.0026218605,0.0012311251,0.000260256,0.0001244819,0.00036127213,0.0031122586,0.0003171963,0.0014491922,6.1027644e-05,0.0002863092,0.0005910006,0.000103607075,0.0035086847,0.03150271,0.0021260334,0.014288924,0.007851391,0.033232313,3.7162597e-05,0.0004098957,0.00015222096,0.00025955032,0.025150139,0.0003007668,0.0004435162,0.007126483,0.001467238,0.03950547,0.0009155526,0.00020185491,0.03570305,0.0107178325,0.005457948,0.0935932,1.8567614e-05,0.00062143063,0.0001954882,0.00035115585,9.862582e-05,0.0012367243,0.0016360949,7.618128e-06,2.346985e-05,0.0007410511,0.00027307725,5.3025884e-05,0.00048565358,8.898492e-05,0.0012010795,0.0023867409,0.00024334618,0.00038880677,0.0003088227,0.0003532484,0.00010058926,6.0600614e-05,0.016716609,5.3812502e-05,0.0005960274,0.00060810713,0.00020551377,0.0013000272,0.00014625257,0.00094021414
animals_split\val\毛毛虫\2c50e40a8b.jpg,14,毛毛虫,14.0,毛毛虫,50.0,蚱蜢,6.0,啄木鸟,1.0,0.00011746585,0.0007490772,4.4298922e-05,4.8580143e-05,5.177128e-05,0.00060338643,0.031730164,0.00013299749,3.169091e-05,4.7764213e-05,3.2696546e-05,0.00012954346,0.00085594755,0.00018215203,0.7115328,1.616244e-05,1.1796086e-05,2.7086902e-05,0.00029032413,4.7500926e-05,5.0330486e-06,2.059106e-06,0.004750648,2.1176735e-05,4.4973574e-05,2.8704193e-05,3.5840472e-05,5.0028043e-06,6.133415e-05,2.8576815e-06,0.0011738029,5.396129e-05,0.00010508173,2.3401397e-05,2.2716786e-05,1.3369456e-05,8.5627535e-06,1.4538865e-05,0.00038382263,6.549597e-05,0.0049533015,0.013047827,9.462213e-05,3.3911012e-05,0.0008543968,0.0003146724,0.00019624831,0.0007139437,0.0006156877,0.0046034586,0.13287655,0.00080690836,0.021456113,0.00038634648,0.0029810942,0.005457186,0.020299057,0.00047157932,0.026715657,0.0032341129,0.00013433225,3.958265e-06,0.00024416242,0.00015456225,0.0002603186,0.0006033939,3.8155345e-06,3.295481e-05,1.2327002e-05,0.00044811913,9.6197355e-06,0.00016485767,1.0767717e-05,4.8129514e-05,7.8283156e-05,1.6050815e-05,1.7327055e-05,1.2718934e-05,7.724237e-06,7.0722665e-05,0.00035993152,0.00016659668,0.00018777937,2.4859066e-05,0.00049027416,0.00045507768,3.984867e-05,2.4901608e-05,0.0022982997
animals_split\val\毛毛虫\2f2b464cc6.jpg,14,毛毛虫,88.0,龙虾,27.0,牛,18.0,浣熊,0.0,0.0014167714,0.0031179807,8.233357e-05,0.0011015239,0.00013491795,7.502686e-05,0.0005211524,0.0003000668,0.00084432925,0.001619237,0.0021049622,9.717571e-05,8.6405435e-06,0.0009270313,0.018326018,0.0017475616,0.0019878282,0.00012970295,0.03397438,0.00068924297,0.00052136515,0.00080605573,0.0008013986,7.766684e-05,1.0705881e-05,0.0053228913,0.002506054,0.27603215,0.0017286304,0.001653654,0.000665608,0.00019844805,0.0011338593,0.0003143291,0.0007140148,0.00016529216,0.00013462902,0.0003128043,0.0052165734,0.0020294625,0.0043440196,0.0017305224,0.01325772,0.00076083565,9.418315e-05,0.00474457,0.00013152426,0.00015657788,0.0024578895,2.0074658e-05,0.01933372,0.0001777349,0.00017433659,1.9439767e-06,0.00040060203,0.00011701803,0.0022383202,0.0074159354,0.00019122618,0.000107847,0.0049118726,0.00023247526,0.00033971202,0.00018013756,0.00016945692,0.008117903,0.01524501,0.00063195196,0.0003545805,0.00014285227,0.00038113704,0.009721196,0.0002881691,0.0013187563,0.0047631483,0.018548867,0.0028534785,0.00042356903,0.00031215107,8.274431e-05,0.00011833894,2.3761415e-05,0.00014561214,0.0028219076,0.0008162957,6.408043e-05,6.004175e-05,8.094046e-05,0.49944177
animals_split\val\毛毛虫\4e79b3fbec.jpg,14,毛毛虫,14.0,毛毛虫,52.0,蛾,56.0,蜻蜓,1.0,4.78032e-05,0.00025588882,1.623912e-06,4.868247e-07,3.97815e-06,2.2622125e-05,3.120612e-05,3.5394346e-06,1.0317975e-07,2.451469e-07,1.5911424e-06,2.1978496e-05,2.6065857e-07,4.428952e-05,0.97466564,0.0004383135,2.0119219e-06,1.4740945e-06,1.8352584e-05,8.371392e-06,1.0140263e-06,2.2056888e-06,0.000514204,2.327994e-05,2.6953305e-05,1.2796295e-05,1.5972147e-06,1.3723544e-06,8.9330626e-07,1.0807082e-07,0.00015376958,1.4555424e-07,4.88285e-06,6.634054e-08,1.7014223e-07,6.8750006e-07,2.6141645e-06,2.4766375e-06,0.00016687518,9.632584e-06,0.0002826395,0.000120947,6.7775372e-06,1.4263949e-05,4.3792634e-06,2.4958956e-06,2.7683262e-05,7.0567366e-06,0.00030328575,0.00027930137,0.001154123,0.00054457353,0.0086437585,0.004452928,4.9692062e-05,0.00056275685,0.004953781,3.5047105e-06,7.31856e-05,3.4178498e-05,4.738004e-06,1.8382846e-06,2.4461644e-06,2.5790855e-06,1.1989013e-06,7.733568e-05,9.97464e-07,5.1018696e-07,8.830807e-07,8.541988e-07,3.8300044e-07,6.594108e-06,2.3737184e-06,1.0693888e-05,0.0001743611,7.0335977e-06,1.4698614e-05,4.090706e-06,3.3135198e-06,4.2428623e-05,3.814179e-06,0.0014718715,2.1344158e-07,3.2259286e-05,2.0719858e-06,8.3555555e-05,3.164298e-06,1.6680723e-06,2.5236322e-05
animals_split\val\毛毛虫\50ec625b8f.jpg,14,毛毛虫,14.0,毛毛虫,58.0,蝴蝶,52.0,蛾,1.0,4.5287154e-05,1.6734513e-05,3.1250653e-05,2.08621e-05,0.00016544292,0.002010658,0.0006407511,7.0892354e-05,3.8918188e-05,1.9671484e-06,2.0925983e-05,5.9549282e-05,0.00026965517,0.00046240276,0.92623466,0.000121807214,1.806339e-05,4.6333766e-06,0.0013224588,0.00030004332,8.071514e-07,7.925371e-06,0.0003101546,2.255434e-05,0.00020930683,5.4910633e-06,4.5415778e-05,5.1951374e-06,6.277888e-05,9.264479e-06,0.00010425471,2.391718e-06,6.7647765e-05,2.8114646e-06,7.912325e-05,4.250415e-06,6.530296e-06,0.00013930853,0.00026870175,0.00041883992,0.0002789945,0.00029275482,8.059585e-05,5.2159503e-05,8.935178e-05,0.00031322308,7.6066513e-06,0.00067133585,0.0009364586,0.0003074218,0.00023787547,1.5824378e-05,0.020147545,0.00020579023,0.0018572125,0.0005381926,0.0027142742,0.00067230297,0.033541724,5.031066e-06,0.00021094382,9.129095e-06,2.6835216e-06,0.0009489965,6.710993e-05,0.0011459908,5.5351757e-06,8.45491e-06,4.3163527e-06,5.2667958e-05,3.376809e-06,0.00037008538,1.2695519e-05,9.930258e-06,4.2848234e-05,2.0463303e-06,4.2031156e-06,2.0555868e-05,8.1757215e-05,4.0546085e-05,0.000106747095,0.00015090148,3.4397476e-06,3.1083728e-05,7.1402424e-06,5.9262925e-06,2.7808746e-05,2.1675492e-05,6.0597413e-06
animals_split\val\毛毛虫\64d895fa85.jpg,14,毛毛虫,14.0,毛毛虫,56.0,蜻蜓,52.0,蛾,1.0,4.520415e-06,6.6337314e-05,5.05935e-05,2.2277134e-06,0.0001894836,0.0016812271,0.00020408285,5.359039e-05,8.520263e-06,3.8982016e-06,7.893392e-05,2.4809466e-05,1.1333639e-05,0.0007457878,0.9541875,0.0005121359,3.35845e-05,7.683715e-06,9.48053e-05,0.0028353194,1.6136985e-06,1.5177327e-05,0.00642772,0.00012639254,0.00015614823,3.999772e-05,1.3833182e-05,1.6876753e-05,4.4392624e-07,2.3244372e-06,0.00042144005,8.252466e-05,0.00049324066,2.0987838e-05,1.6351005e-05,8.251246e-05,4.6319117e-05,1.0645841e-05,3.3995744e-05,1.24606195e-05,0.00017510419,0.00018904879,5.875714e-05,1.48503095e-05,5.7321417e-05,0.000108861306,0.00030813768,9.843081e-06,0.00039916157,0.000520347,9.508971e-05,0.00016532178,0.00850716,0.00040637786,0.0002204348,0.00026195636,0.010205306,4.310242e-05,0.0023779697,0.00012823219,9.401631e-05,8.792561e-06,1.593553e-06,0.0043471847,4.2574957e-05,0.0008899422,1.3806585e-05,8.851261e-06,2.4243227e-06,3.345532e-05,8.605834e-05,0.00014682261,2.324128e-05,0.00012795645,0.00018199692,2.7608181e-05,4.8003562e-06,2.1645992e-05,1.6113065e-05,1.4359206e-05,1.4200621e-05,8.285057e-05,1.2116776e-06,6.8054964e-05,4.4398555e-05,1.6897093e-05,9.6567765e-06,0.00022060011,0.00037903374
animals_split\val\毛毛虫\6de8684057.jpg,14,毛毛虫,14.0,毛毛虫,58.0,蝴蝶,52.0,蛾,1.0,6.0896382e-05,0.00012753022,0.00013300091,0.0001243883,0.00012083983,0.0003739547,3.3715918e-05,1.3222584e-05,1.4729743e-05,3.3949098e-05,0.00027606802,0.00025949557,0.006885473,0.0004900711,0.9043636,0.00025885267,4.0270785e-05,0.00017253798,0.00031453915,0.0011154625,4.309971e-05,0.00077894825,0.00026869,0.00036043389,0.00025171184,0.0001364543,4.011724e-06,0.0007240851,2.1614618e-05,3.7153855e-05,0.00011110088,1.4511509e-05,0.00030845893,2.7576818e-05,2.8651666e-06,4.2192332e-06,4.9071434e-05,0.00082332274,5.220111e-05,0.00021737898,0.0011764134,0.00018467866,0.00048630647,6.289851e-05,9.492478e-06,7.6796765e-05,0.00013299292,2.1553278e-05,6.361839e-05,0.00019066533,0.00013790355,0.003770631,0.007516409,0.00023256929,4.2349246e-05,0.0027629866,0.0027356357,0.00037188965,0.04972375,3.5847374e-05,0.00014363187,4.7311473e-06,1.372552e-05,5.093445e-06,0.00035488498,0.00014127877,1.8667757e-05,3.2009061e-06,0.0002868839,0.00015461001,0.0001715053,0.00018792947,4.682532e-05,5.5133998e-05,0.0012581176,0.000303502,0.00029980994,0.0005829,0.00050687685,7.2689894e-05,8.204286e-05,0.005600688,9.172316e-05,4.3309687e-05,3.6395642e-05,2.9263749e-05,5.5773107e-05,7.789419e-05,0.00018593055
animals_split\val\毛毛虫\7a3c24402a.jpg,14,毛毛虫,14.0,毛毛虫,51.0,蛇,52.0,蛾,1.0,1.8041931e-06,8.5532556e-05,4.078347e-06,7.8067606e-05,7.827496e-06,5.639131e-05,4.6622495e-06,2.1728225e-05,3.693763e-05,1.1496247e-06,4.0993516e-05,0.0008506693,5.5812197e-05,6.3335974e-05,0.9916636,1.0914411e-05,8.593249e-06,2.4540743e-06,0.000119155186,2.1088817e-05,3.0700352e-07,2.8038026e-05,0.00028851305,2.7688444e-05,6.182409e-05,8.28793e-06,5.735401e-05,9.569513e-05,1.0869351e-05,1.1082313e-05,0.00013046239,3.3298058e-06,0.00032266846,5.576266e-07,2.1266183e-05,3.4707218e-06,1.2274656e-05,2.9352397e-05,7.7885554e-05,1.0827885e-05,5.808888e-05,6.014146e-05,1.9354477e-05,3.2742537e-05,9.592022e-06,0.00011138401,9.531619e-06,4.483128e-06,4.14504e-05,1.1058622e-05,0.0005085588,0.0015763302,0.0012293113,3.7836137e-06,3.0568215e-05,3.9225666e-05,0.00017597002,1.6557407e-06,0.00040300627,7.930845e-06,5.358078e-05,3.2485852e-06,1.2346618e-06,5.5111673e-06,1.9808807e-05,7.865243e-05,5.0669445e-07,2.4127992e-06,4.3558684e-06,4.9580496e-05,6.3728716e-05,1.1553449e-05,6.455019e-05,8.101208e-06,0.00031858857,3.484002e-05,9.564034e-06,0.00025251147,1.3785378e-05,3.556189e-05,1.15528765e-05,0.00011520206,6.507082e-06,2.6019221e-05,1.6982229e-05,1.6430695e-05,1.9735307e-05,6.090377e-06,7.92084e-05
animals_split\val\毛毛虫\8c528b7f1a.jpg,14,毛毛虫,14.0,毛毛虫,22.0,海马,52.0,蛾,1.0,0.00047687162,0.0037350475,0.00034009566,0.00044467975,0.0036122384,0.002528804,0.007314674,0.00013259004,0.00020535024,4.132098e-05,0.00032501091,0.0011188175,0.0007695837,0.010303649,0.5297922,0.004412813,0.0003783267,9.9291225e-05,0.00030660426,0.035919208,0.00021322626,0.0012623337,0.17462365,0.00042522422,0.0002388681,0.00025420857,0.00015055343,0.00019848922,2.1114533e-05,0.00013498419,0.006718734,0.00015781159,0.00095240027,8.300643e-05,0.00012606627,0.00046432085,0.00046920535,0.0034272387,0.0144050075,0.00032560533,0.013503981,0.0020307526,0.0009317968,0.00039521902,0.00015853095,0.0013654322,0.0006149628,0.0005503461,0.0012870063,0.0005178091,0.0034935419,0.0005314117,0.04677335,0.0014074623,0.008741859,0.0014814681,0.035561427,0.00050215254,0.028662821,0.000902407,0.0011990437,0.00010575687,6.317477e-05,0.0008054722,0.005928125,0.0007101471,8.198455e-05,0.00037441077,0.00078203244,0.00013610035,0.00042430667,0.0006452213,0.00025426748,0.0012585798,0.00936226,0.0003856892,0.0058333334,0.0016049974,0.0010817469,0.00024340198,0.0013257271,0.0029532404,4.5414898e-05,0.0029584654,0.0013483968,0.00023324664,0.0004917319,0.00018939955,0.0028513607
